,Attrition,Age,DistanceFromHome,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,PerformanceRating,JobInvolvement,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,NumCompaniesWorked_Missing,TotalWorkngYears_Missing,EnvironmentSatisfaction_Missing,JobSatisfaction_Missing,WorkLifeBalance_Missing,Age_Bin,Gender_Male,JobRole_Human_Resources,JobRole_Laboratory _Technician,JobRole_Manager,JobRole_Manufacturing_Director,JobRole_Research_Director,JobRole_Research_Scientist,JobRole_Sales_Executive,JobRole_Sales_Representative,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Education_2,Education_3,Education_4,Education_5,EducationField_Life_Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical_Degree,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,MaritalStatus_Married,MaritalStatus_Single,Department_Research_Development,Department_Sales,StockOptionLevel_1,StockOptionLevel_2,StockOptionLevel_3
1667,0,46,10,89430,8.0,12,19.0,6,16,1,7,3,4,2.0,3.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0
4284,1,21,24,53370,1.0,4,2.0,2,2,2,2,3,1,2.0,2.0,1.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0
1542,0,30,3,30580,9.0,14,10.0,2,5,0,3,3,4,3.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
611,0,52,2,117130,2.0,14,24.0,2,5,0,2,3,3,4.0,2.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1919,0,42,1,106850,4.0,11,4.0,2,1,0,0,3,3,3.0,3.0,1.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1282,0,39,1,196650,1.0,22,21.0,6,21,11,10,4,2,2.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
3431,0,47,1,42490,2.0,12,25.0,2,17,12,11,3,4,1.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
3980,1,33,1,28710,1.0,12,10.0,2,10,7,8,3,3,3.0,3.0,1.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
2219,0,44,6,26100,6.0,15,6.0,2,4,1,2,3,3,3.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3920,1,32,2,41480,7.0,11,10.0,0,5,0,4,1,3,2.0,4.0,3.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1348,0,54,7,63230,4.0,23,24.0,2,4,1,2,4,4,2.0,3.0,3.0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
142,0,57,2,63060,3.0,12,32.0,3,1,0,0,3,1,2.0,3.0,4.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
2225,0,42,14,99980,5.0,24,24.0,3,22,4,14,4,4,4.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
3936,1,31,12,41890,0.0,15,6.0,3,5,1,4,3,3,3.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
1933,0,36,7,142750,3.0,18,7.0,5,3,1,2,3,3,4.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0
1296,0,27,2,168230,0.0,17,6.0,3,5,1,4,3,3,2.0,2.0,3.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
171,0,26,7,26930,5.0,17,8.0,3,0,0,0,3,3,2.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3598,0,38,6,50420,3.0,21,19.0,4,3,2,2,3,1,4.0,2.0,4.0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
420,0,53,6,120610,2.0,20,30.0,2,15,6,12,4,3,4.0,4.0,4.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
2414,0,37,6,29290,1.0,12,8.0,2,8,1,7,3,4,4.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4056,1,58,1,10090,7.0,7,31.0,3,10,5,9,1,3,4.0,3.0,2.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0
948,0,54,11,66740,3.0,17,9.0,2,4,2,3,3,4,4.0,4.0,4.0,1,1,1,1,1,3,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
394,0,54,18,136030,8.0,13,22.0,2,10,0,8,3,4,1.0,2.0,3.0,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
213,0,33,6,90690,3.0,25,15.0,3,13,4,7,4,3,4.0,3.0,4.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1661,0,46,2,49410,9.0,13,23.0,2,2,2,2,3,4,4.0,4.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1627,0,54,18,136030,8.0,13,22.0,2,10,0,8,3,3,4.0,4.0,3.0,1,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0
1118,0,33,6,112450,0.0,21,8.0,3,7,0,7,4,4,3.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2366,0,30,10,57700,1.0,16,5.0,2,5,0,4,3,3,4.0,4.0,2.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
1130,0,30,17,104350,0.0,11,12.0,5,11,4,7,3,4,3.0,4.0,4.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
3752,1,49,8,89980,1.0,8,9.0,2,9,7,7,3,2,2.0,2.0,2.0,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
3886,1,27,10,102310,1.0,10,1.0,2,1,0,0,3,1,3.0,2.0,2.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
3828,1,31,24,61800,1.0,7,1.0,2,1,0,0,1,2,2.0,1.0,2.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
3261,0,33,2,97250,1.0,11,14.0,0,14,2,13,3,4,2.94709236031927,3.0,3.0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2161,0,39,1,105120,1.0,12,10.0,2,10,7,9,3,4,2.0,3.0,4.0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
3088,0,54,1,22970,6.0,18,29.0,2,20,12,7,3,2,4.0,3.0,2.0,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1035,0,21,2,137570,1.0,12,0.0,3,0,0,0,3,4,1.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
207,0,53,19,22690,7.0,11,18.0,2,14,8,10,3,4,1.0,4.0,3.0,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
1020,0,59,2,20660,4.0,12,12.0,3,1,0,0,3,2,4.0,2.0,2.0,1,1,1,1,1,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
2102,0,35,6,53460,0.0,14,6.0,3,5,0,3,3,3,4.0,3.0,4.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1629,0,30,3,56050,0.0,12,9.0,0,8,1,7,3,2,3.0,4.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
1044,0,35,2,104660,1.0,13,2.0,1,2,2,2,3,3,3.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2489,0,26,7,162910,1.0,22,5.0,3,5,3,3,4,4,3.0,4.0,3.0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2273,0,33,2,43730,4.0,14,7.0,3,1,0,0,3,2,4.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
4392,1,31,18,40660,3.0,20,4.0,2,2,2,2,2,4,3.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2910,0,28,1,63470,1.0,15,4.0,2,4,2,2,3,3,3.0,3.0,4.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2361,0,39,6,196580,4.0,13,17.0,3,15,5,9,3,3,4.0,2.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
658,0,30,6,21430,1.0,17,1.0,2,1,0,0,3,2,4.0,2.0,4.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3865,1,43,1,76550,9.0,6,6.0,3,1,0,0,1,2,3.0,2.0,1.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
567,0,30,7,40890,0.0,18,10.0,2,9,6,7,3,2,2.0,4.0,4.0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
208,0,34,1,53810,1.0,12,10.0,0,10,8,8,3,3,2.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1417,0,26,15,119940,1.0,14,6.0,6,5,1,4,3,3,2.0,2.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0
1176,0,51,3,25700,3.0,18,21.0,2,7,1,0,3,4,1.0,4.0,3.0,1,1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2271,0,44,2,23450,3.0,15,24.0,0,22,5,17,3,3,4.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1168,0,31,2,27280,8.0,11,7.0,3,4,0,2,3,3,4.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4079,1,31,35,25150,1.0,8,7.0,3,7,7,7,2,2,1.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
1726,0,37,11,65770,1.0,13,14.0,1,14,3,11,3,4,2.0,1.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
867,0,34,2,53430,1.0,14,10.0,5,10,4,8,3,4,2.0,4.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1525,0,45,8,56050,1.0,12,1.0,2,1,0,0,3,3,4.0,3.0,2.0,1,1,1,1,1,2,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
26,0,28,6,96370,1.0,13,5.0,6,5,0,2,3,3,1.0,2.0,4.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
796,0,37,10,119040,1.0,12,6.0,4,6,1,3,3,3,3.0,2.0,3.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1913,0,46,3,138260,8.0,11,23.0,1,13,5,1,3,3,3.0,4.0,2.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
95,0,50,7,98880,6.0,15,20.0,2,4,1,3,3,4,4.0,3.0,3.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
3572,0,25,21,88530,1.0,14,2.0,3,2,2,1,4,2,4.0,4.0,4.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0
817,0,46,1,99570,4.0,20,13.0,1,10,0,3,4,3,4.0,4.0,4.0,1,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1285,0,27,12,39020,1.0,22,4.0,2,4,1,2,4,2,3.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2808,0,28,19,23280,1.0,11,4.0,3,4,0,2,3,3,4.0,4.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2835,0,29,23,192020,1.0,12,3.0,5,3,0,2,3,4,2.0,3.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3988,1,28,23,32040,6.0,15,5.0,4,2,2,1,1,3,1.0,1.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
2517,0,49,1,73140,7.0,22,25.0,2,7,0,7,4,3,4.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4215,1,28,2,20750,7.0,13,10.0,0,7,3,7,1,2,1.0,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
772,0,36,2,114160,6.0,16,13.0,2,5,0,4,3,4,1.0,4.0,2.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
941,0,29,2,20960,0.0,22,6.0,2,5,0,2,4,3,1.0,4.0,3.0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
2612,0,47,1,135700,5.0,16,20.0,2,5,0,4,3,3,4.0,2.0,4.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1311,0,47,1,68340,3.0,16,5.0,2,0,0,0,3,2,3.0,3.0,4.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
3068,0,28,2,111590,1.0,12,5.0,2,5,0,4,3,3,4.0,3.0,2.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1685,0,52,1,59740,7.0,18,18.0,6,8,4,0,3,1,4.0,3.0,4.0,1,1,1,1,1,3,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
568,0,36,1,166270,3.0,12,10.0,5,7,1,7,3,3,3.0,3.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
1235,0,38,2,83210,3.0,11,13.0,5,8,7,5,3,3,3.0,4.0,3.0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
4042,1,41,14,195660,6.0,13,5.0,2,1,0,0,3,4,1.0,3.0,1.0,1,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2747,0,50,6,49410,5.0,11,30.0,3,4,0,3,3,4,4.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
1215,0,32,10,85640,2.0,16,6.0,2,4,1,2,3,4,4.0,3.0,3.0,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2023,0,53,19,133200,3.0,11,11.0,2,4,1,2,3,4,4.0,3.0,4.0,1,1,1,1,1,3,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
1485,0,27,8,29560,8.0,13,9.0,6,7,0,7,3,4,3.0,4.0,4.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2789,0,25,4,27560,1.0,12,5.0,2,5,0,3,3,2,3.0,4.0,4.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
3532,0,59,1,166060,7.0,17,28.0,6,21,7,9,3,3,3.0,4.0,4.0,1,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
546,0,46,1,23400,2.0,13,26.0,2,11,0,8,3,3,2.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
146,0,47,1,135700,5.0,16,20.0,2,5,0,4,3,2,3.0,2.0,2.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
4130,1,50,5,167990,7.0,9,12.0,2,6,0,1,1,2,2.0,4.0,1.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
432,0,55,2,75470,7.0,16,31.0,2,9,6,2,3,4,4.0,4.0,4.0,1,1,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
647,0,28,1,176390,0.0,13,6.0,0,5,1,3,3,3,4.0,4.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1637,0,35,19,57450,1.0,17,3.0,4,3,1,2,3,4,3.0,4.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
2178,0,35,4,48830,1.0,18,10.0,1,10,0,9,3,4,3.0,1.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
2561,0,50,7,98880,6.0,15,20.0,2,4,1,3,3,3,3.0,3.0,4.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
1513,0,52,23,29420,8.0,11,9.0,1,5,1,4,3,4,4.0,3.0,3.0,1,1,1,1,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
380,0,33,2,34790,3.0,12,5.0,3,3,0,2,3,4,3.0,2.0,2.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
2232,0,38,18,39040,1.0,22,10.0,3,10,1,9,4,3,2.0,4.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1770,0,48,1,74060,6.0,14,25.0,2,1,0,0,3,1,2.0,4.0,3.0,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
644,0,45,1,184300,4.0,12,10.0,5,3,1,2,3,4,1.0,3.0,3.0,1,1,1,1,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
2925,0,40,1,22130,1.0,17,21.0,4,20,4,9,3,2,2.94709236031927,4.0,3.0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2371,0,41,8,57430,2.0,12,7.0,2,5,1,4,3,4,1.0,4.0,4.0,1,1,1,1,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
3971,1,31,11,189470,2.0,8,9.0,2,3,1,2,3,3,1.0,1.0,1.0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
778,0,32,4,50030,2.6948303347756775,13,10.0,5,9,1,6,3,3,2.0,3.0,3.0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
697,0,45,3,118360,1.0,22,10.0,2,10,7,7,4,3,4.0,3.0,3.0,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
3374,0,40,2,68330,2.0,13,22.0,3,19,11,16,3,3,4.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
592,0,51,3,40280,3.0,14,29.0,3,5,0,3,3,2,3.0,3.0,3.0,1,1,1,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2206,0,35,3,78980,7.0,15,5.0,2,2,2,2,3,3,4.0,3.0,4.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1952,0,29,4,62440,1.0,22,6.0,3,6,1,3,4,4,2.0,4.0,3.0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3408,0,32,2,62090,5.0,14,9.0,5,5,1,2,3,4,3.0,2.0,4.0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
888,0,28,6,89660,1.0,16,3.0,3,3,2,2,3,3,3.0,4.0,3.0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3964,1,22,8,37850,5.0,7,4.0,2,2,1,2,3,2,4.0,3.0,4.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0
4074,1,34,8,62880,0.0,14,16.0,2,15,10,10,1,1,3.0,3.0,3.0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
3940,1,26,5,68540,2.0,4,5.0,5,3,0,2,3,2,4.0,2.0,1.0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
